ParticipantID,ImageName,xPos,yPos
RealOrigin,Wheelbarrow,88.5,130
RealOrigin,Well,645.5,310
RealOrigin,Trashcan,745.5,310
RealOrigin,Telescope,845.5,310
RealOrigin,Plant,545.5,255
RealOrigin,Picnic Table,645.5,255
RealOrigin,Piano,745.5,255
RealOrigin,Mailbox,845.5,255
RealOrigin,Harp,545.5,200
RealOrigin,Chair,645.5,200
RealOrigin,Bookshelf,745.5,200
RealOrigin,Stove,845.5,200
