ParticipantID,ImageName,xPos,Ypos
32,Wheelbarrow,304,173.5
32,Well,404,173.5
32,Trashcan,504,173.5
32,Telescope,604,173.5
32,Plant,304,118.5
32,Picnic Table,404,118.5
32,Piano,504,118.5
32,Mailbox,604,118.5
32,Harp,304,63.5
32,Chair,404,63.5
32,Bookshelf,504,63.5
32,Stove,604,63.5
